district_Name,property_size,property_price
فيلا للبيع في شارع القاسم الديمرتي ، حي بدر ، الرياض ، الرياض,365 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع رقم 234 ، حي المونسية ، الرياض ، الرياض,300 م²,"1,950,000 ريال"
,,
فيلا للبيع في شارع عبدالرحمن بن الارقم ، حي الرمال ، الرياض ، الرياض,400 م²,"1,860,000 ريال"
,,
فيلا للبيع في شارع الربائع ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع حمزه الهاشمي ، حي النرجس ، الرياض ، الرياض,312 م²,"2,500,000 ريال"
,,
فيلا للبيع في شارع رقم 325 ، حي المونسية ، الرياض ، الرياض,300 م²,"2,050,000 ريال"
,,
فيلا للبيع في شارع عبدالرحمن ديار بكري ، حي ديراب ، الرياض ، الرياض,350 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع انس ابن مالك ، حي النرجس ، الرياض ، الرياض,312 م²,"3,000,000 ريال"
,,
فيلا للبيع في شارع الاحوص بن ثعلبة ، حي سلطانة ، الرياض ، الرياض,450 م²,"900,000 ريال"
,,
فيلا للبيع في شارع ابي محمد الموفق ، حي طويق ، الرياض ، الرياض,300 م²,"1,200,000 ريال"
,,
فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,405 م²,"1,330,000 ريال"
,,
فيلا للبيع في شارع المنتصر ، حي النرجس ، الرياض ، الرياض,400 م²,"3,000,000 ريال"
,,
فيلا للبيع في شارع أبي البقاء الأزجي ، حي الرمال ، الرياض ، الرياض,200 م²,"1,400,000 ريال"
,,
فيلا للبيع في شارع اوس الثقفي ، حي طويق ، الرياض ، الرياض,300 م²,"930,000 ريال"
,,
فيلا للبيع في حي ، شارع ابن أبي الطاهر ، حي الدار البيضاء ، الرياض ، الرياض,360 م²,"1,270,000 ريال"
,,
فيلا للبيع في شارع عبدالله الهزاني ، حي طويق ، الرياض ، الرياض,360 م²,"1,180,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,310 م²,"920,000 ريال"
,,
فيلا للبيع في شارع محمد بن عجلان ، حي الرمال ، الرياض ، الرياض,273 م²,"1,600,000 ريال"
,,
فيلا للبيع في حي ، شارع أبي علي الهجري ، حي العارض ، الرياض ، الرياض,250 م²,"2,300,000 ريال"
,,
فيلا للبيع في شارع الربائع ، حي عكاظ ، الرياض ، الرياض,300 م²,"750,000 ريال"
,,
فيلا للبيع في شارع عذيبة ، حي المنار ، الرياض ، الرياض,220 م²,"1,700,000 ريال"
,,
فيلا للبيع في حي الصحافة ، الرياض ، الرياض,500 م²,"3,300,000 ريال"
,,
فيلا للبيع في شارع نجم الدين الأيوبي ، حي طويق ، الرياض ، الرياض,300 م²,"1,170,000 ريال"
,,
فيلا للبيع في طريق الثمامة ، حي المونسية ، الرياض ، الرياض,210 م²,"1,650,000 ريال"
,,
فيلا للبيع في شارع الصفار الذهبي ، حي عكاظ ، الرياض ، الرياض,360 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع ال رويشد ، حي البديعة ، الرياض ، الرياض,608 م²,"2,050,000 ريال"
,,
فيلا للبيع في شارع النوارس ، حي عكاظ ، الرياض ، الرياض,300 م²,"980,000 ريال"
,,
فيلا للبيع في شارع عبدالرحمن الداخل ، حي طويق ، الرياض ، الرياض,250 م²,"1,100,000 ريال"
,,
فيلا للبيع في حي الحزم ، الرياض ، الرياض,270 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع ابن ابي الفخر ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"900,000 ريال"
,,
فيلا للبيع في حي النرجس ، الرياض ، الرياض,312 م²,"3,200,000 ريال"
,,
فيلا للبيع في شارع ابراهيم بن نعيم ، حي طويق ، الرياض ، الرياض,250 م²,"1,050,000 ريال"
,,
فيلا للبيع في شارع شمس الدين بن عبدالملك ، حي النهضة ، الرياض ، الرياض,405 م²,"1,950,000 ريال"
,,
فيلا للبيع في حي النرجس ، الرياض ، الرياض,300 م²,"2,700,000 ريال"
,,
فيلا للبيع في حي المهدية ، الرياض ، الرياض,360 م²,"2,000,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,332 م²,"920,000 ريال"
,,
فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع القبة ، حي اشبيلية ، الرياض ، الرياض,960 م²,"4,000,000 ريال"
,,
فيلا للبيع في حي ، شارع سقاء ، حي الملك فيصل ، الرياض ، الرياض,750 م²,"2,500,000 ريال"
,,
فيلا للبيع في شارع منية ، حي اليرموك ، الرياض ، الرياض,300 م²,"2,300,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,288 م²,"1,700,000 ريال"
,,
فيلا للبيع في شارع يعلى بن مسلم ، حي طويق ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,250,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,300 م²,"950,000 ريال"
,,
فيلا للبيع في شارع الخضراء ، حي العزيزية ، الرياض ، الرياض,300 م²,"1,130,000 ريال"
,,
فيلا للبيع في شارع الترمذي ، حي الشفا ، الرياض ، الرياض,218 م²,"115,000 ريال"
,,
فيلا للبيع في حي ، شارع يوسف الجد ، حي المهدية ، الرياض ، الرياض,375 م²,"2,500,000 ريال"
,,
فيلا للبيع في شارع عبدالله بن خباب ، حي الرمال ، الرياض ، الرياض,250 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع شعب بران ، حي العريجاء الوسطى ، الرياض ، الرياض,400 م²,"800,000 ريال"
,,
فيلا للبيع في شارع الجاحظ ، حي طويق ، الرياض ، الرياض,400 م²,"1,070,000 ريال"
,,
فيلا للبيع في شارع احمد الغزالي ، حي العارض ، الرياض ، الرياض,300 م²,"2,200,000 ريال"
,,
فيلا للبيع في شارع احمد بن المبارك الخزفي ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في شارع رقم 360 ، حي الملقا ، الرياض ، الرياض,450 م²,"3,500,000 ريال"
,,
فيلا للبيع في شارع ابحر ، حي القادسية ، الرياض ، الرياض,360 م²,"1,800,000 ريال"
,,
فيلا للبيع في شارع جناده الهروي ، حي طويق ، الرياض ، الرياض,250 م²,"1,100,000 ريال"
,,
فيلا للبيع في طريق مكة المكرمة الفرعي ، حي طويق ، الرياض ، الرياض,200 م²,"890,000 ريال"
,,
فيلا للبيع في شارع ابراهيم الميموني ، حي طويق ، الرياض ، الرياض,300 م²,"1,150,000 ريال"
,,
فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في الرياض ، حي بدر ، الرياض,300 م²,"1,050,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,312 م²,"1,650,000 ريال"
,,
فيلا للبيع في حي النرجس ، الرياض ، الرياض,240 م²,"2,400,000 ريال"
,,
فيلا للبيع في حي ظهرة لبن ، الرياض ، الرياض,312 م²,"1,600,000 ريال"
,,
فيلا للبيع في شارع نجم الدين الأيوبي ، حي طويق ، الرياض ، الرياض,420 م²,"1,190,000 ريال"
,,
فيلا للبيع في حي الدار البيضاء ، الرياض ، الرياض,260 م²,"1,050,000 ريال"
,,
فيلا للبيع في حي ، شارع الضحاك بن خليفة ، حي العريجاء الوسطى ، الرياض ، الرياض,450 م²,"1,400,000 ريال"
,,
فيلا للبيع في شارع زين الدين النابلسي ، حي الرمال ، الرياض ، الرياض,225 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع رقم 228 ، حي النرجس ، الرياض ، الرياض,360 م²,"3,300,000 ريال"
,,
فيلا للبيع في شارع الخفجي ، حي طويق ، الرياض ، الرياض,200 م²,"1,000,000 ريال"
,,
فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,225 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع السخاء ، حي بدر ، الرياض ، الرياض,215 م²,"900,000 ريال"
,,
فيلا للبيع في حي المونسية ، الرياض ، الرياض,400 م²,"1,650,000 ريال"
,,
فيلا للبيع في شارع المجره ، حي الوادي ، الرياض ، الرياض,324 م²,"1,900,000 ريال"
,,
فيلا للبيع في شارع ثابت بن مرعي ، حي الرمال ، الرياض ، الرياض,260 م²,"1,500,000 ريال"
,,
فيلا للبيع في شارع بن عمرو ، حي طويق ، الرياض ، الرياض,300 م²,"1,100,000 ريال"
,,
فيلا للبيع في حي ، شارع عوف بن عفراء ، حي ظهرة نمار ، الرياض ، الرياض,260 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع فرقد السبخي ، حي العارض ، الرياض ، الرياض,540 م²,"4,300,000 ريال"
,,
فيلا للبيع في شارع رقم 92 ، حي ظهرة لبن ، الرياض ، الرياض,400 م²,"1,700,000 ريال"
,,
فيلا للبيع في شارع ثابت الجرجاني ، حي طويق ، الرياض ، الرياض,250 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
,,
فيلا للبيع في حي النرجس ، الرياض ، الرياض,312 م²,"3,000,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,300 م²,"1,130,000 ريال"
,,
فيلا للبيع في شارع دينار الحجام ، حي طويق ، الرياض ، الرياض,200 م²,"960,000 ريال"
,,
فيلا للبيع في شارع الجميل ، حي الدار البيضاء ، الرياض ، الرياض,220 م²,"850,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,315 م²,"620,000 ريال"
